-2.69689e-05,2.69689e-05,-2.74834e-05,2.55129e-05,-2.93205e-05,2.3724e-05,-3.07772e-05,2.28024e-05,-3.10228e-05,2.33458e-05,-2.95663e-05,2.58136e-05,-2.59333e-05,3.07256e-05,-1.95393e-05,3.87458e-05,-9.62989e-06,5.07294e-05,4.76103e-06,6.77627e-05,2.48522e-05,9.12075e-05,5.21621e-05,0.000122751,8.85647e-05,0.000164469,0.000136355,0.000218891,0.000198323,0.000289085,0.000277836,0.000378736,0.00037892,0.00049222,0.000506317,0.000634645,0.000665501,0.000811825,0.000862594,0.00103012,0.00110409,0.001296,0.00139626,0.00161526,0.00174407,0.00199155,0.00214927,0.00242397,0.00260738,0.00290334,0.00310323,0.00340686,0.00360457,0.0038908,0.00405396,0.00428164,0.00435945,0.00446672,0.00438589,0.00428722,0.00395065,0.00353801,0.00282936,0.00198106,0.000778697,-0.000620875,-0.002418,-0.00444672,-0.00688267,-0.0095414,-0.012564,-0.015741,-0.0191743,-0.0226306,-0.0261765,-0.029567,-0.032847,-0.0357814,-0.0384129,-0.0405425,-0.042227,-0.0433294,-0.0439245,-0.043959,-0.0435097,-0.0426325,-0.0413609,-0.0399085,-0.038177,-0.0366599,-0.0349529,-0.0341663,-0.0332093,-0.0348398,-0.0362803,-0.0455137,-0.0544044,-0.0898399,-0.117709,-0.234444,-0.196612,0.196612
2.69689e-05,-2.69689e-05,2.74834e-05,-2.55129e-05,2.93205e-05,-2.3724e-05,3.07772e-05,-2.28024e-05,3.10228e-05,-2.33458e-05,2.95663e-05,-2.58136e-05,2.59333e-05,-3.07256e-05,1.95393e-05,-3.87458e-05,9.62989e-06,-5.07294e-05,-4.76103e-06,-6.77627e-05,-2.48522e-05,-9.12075e-05,-5.21621e-05,-0.000122751,-8.85647e-05,-0.000164469,-0.000136355,-0.000218891,-0.000198323,-0.000289085,-0.000277836,-0.000378736,-0.00037892,-0.00049222,-0.000506317,-0.000634645,-0.000665501,-0.000811825,-0.000862594,-0.00103012,-0.00110409,-0.001296,-0.00139626,-0.00161526,-0.00174407,-0.00199155,-0.00214927,-0.00242397,-0.00260738,-0.00290334,-0.00310323,-0.00340686,-0.00360457,-0.0038908,-0.00405396,-0.00428164,-0.00435945,-0.00446672,-0.00438589,-0.00428722,-0.00395065,-0.00353801,-0.00282936,-0.00198106,-0.000778697,0.000620875,0.002418,0.00444672,0.00688267,0.0095414,0.012564,0.015741,0.0191743,0.0226306,0.0261765,0.029567,0.032847,0.0357814,0.0384129,0.0405425,0.042227,0.0433294,0.0439245,0.043959,0.0435097,0.0426325,0.0413609,0.0399085,0.038177,0.0366599,0.0349529,0.0341663,0.0332093,0.0348398,0.0362803,0.0455137,0.0544044,0.0898399,0.117709,0.234444,0.196612,-0.196612
3.60625e-05,-3.60625e-05,3.74897e-05,-3.32622e-05,4.07035e-05,-3.04558e-05,4.25234e-05,-3.01211e-05,4.09735e-05,-3.39157e-05,3.45629e-05,-4.32882e-05,2.17964e-05,-5.98498e-05,8.96686e-07,-8.55857e-05,-3.03627e-05,-0.000122994,-7.47816e-05,-0.000175205,-0.00013585,-0.000246098,-0.000217876,-0.000340442,-0.000326126,-0.00046404,-0.000466985,-0.000623898,-0.000648125,-0.000828391,-0.000878671,-0.00108742,-0.00116933,-0.0014125,-0.00153242,-0.00181672,-0.00198172,-0.00231442,-0.00253197,-0.00292045,-0.00319776,-0.00364863,-0.00399149,-0.00450907,-0.00491989,-0.00550373,-0.00597846,-0.00661958,-0.0071432,-0.00781872,-0.00835895,-0.00902491,-0.00952425,-0.010107,-0.0104735,-0.0108604,-0.0109593,-0.0109913,-0.0106395,-0.0101097,-0.00907877,-0.00774121,-0.00577447,-0.00336979,-0.000217227,0.00348185,0.00800819,0.0131334,0.0190904,0.0256073,0.0328537,0.0405039,0.0486584,0.0569407,0.0653909,0.0736013,0.0815768,0.0889126,0.0956133,0.10132,0.106072,0.109598,0.111994,0.113111,0.113104,0.111981,0.109921,0.107136,0.103767,0.100325,0.0967994,0.0942419,0.0923132,0.0931385,0.0957882,0.104292,0.116621,0.137291,0.160773,0.158168,0.0985677,-0.0985677
3.75642e-05,-3.75642e-05,3.93466e-05,-3.44088e-05,4.2661e-05,-3.20132e-05,4.33619e-05,-3.37171e-05,3.86434e-05,-4.2023e-05,2.61499e-05,-5.92827e-05,3.42835e-06,-8.81405e-05,-3.24253e-05,-0.00013182,-8.50045e-05,-0.000194331,-0.000158781,-0.000280649,-0.000259283,-0.000396901,-0.000393283,-0.000550556,-0.000569003,-0.000750636,-0.000796327,-0.00100794,-0.00108702,-0.00133524,-0.00145491,-0.00174743,-0.00191597,-0.00226156,-0.00248826,-0.00289656,-0.00319143,-0.00367254,-0.0040457,-0.00460931,-0.00506981,-0.00572369,-0.00627752,-0.00702493,-0.00767187,-0.00850768,-0.00923649,-0.0101415,-0.0109232,-0.0118562,-0.0126353,-0.0135234,-0.0142072,-0.0149346,-0.015382,-0.0157797,-0.0157923,-0.0156313,-0.0149506,-0.0139444,-0.0122609,-0.010083,-0.00706304,-0.00338394,0.00128234,0.00673644,0.0132668,0.0206384,0.0290789,0.0382998,0.048451,0.0591811,0.0705555,0.0821647,0.0939988,0.105613,0.116948,0.127563,0.137385,0.146027,0.153437,0.159334,0.163711,0.166445,0.167571,0.167182,0.165323,0.162382,0.158324,0.153983,0.149066,0.145167,0.141383,0.140698,0.140914,0.147265,0.154909,0.169077,0.179174,0.152502,0.0842693,-0.0842693
3.78628e-05,-3.78628e-05,3.9382e-05,-3.54379e-05,4.14276e-05,-3.49464e-05,3.94779e-05,-4.01875e-05,3.01732e-05,-5.43141e-05,1.04237e-05,-8.04889e-05,-2.31082e-05,-0.000122319,-7.43753e-05,-0.000184172,-0.000148223,-0.00027143,-0.000250624,-0.000390712,-0.000388904,-0.000550103,-0.000571968,-0.000759388,-0.000810543,-0.00103029,-0.00111742,-0.00137672,-0.00150765,-0.00181492,-0.00199871,-0.00236358,-0.00261049,-0.00304368,-0.00336493,-0.00387795,-0.00428522,-0.00488962,-0.00539412,-0.00610018,-0.00671088,-0.00752545,-0.00824635,-0.00916938,-0.00999526,-0.0110147,-0.011925,-0.0130096,-0.0139604,-0.0150505,-0.0159639,-0.0169605,-0.0177136,-0.0184667,-0.0188804,-0.0191798,-0.019012,-0.0185837,-0.0175307,-0.0160444,-0.0137559,-0.0108488,-0.00696046,-0.00227997,0.00353342,0.0102679,0.0182224,0.0271429,0.0372664,0.0482788,0.0603391,0.0730627,0.0865254,0.100276,0.114317,0.128151,0.141739,0.154571,0.166605,0.177364,0.186845,0.19464,0.200822,0.205086,0.207604,0.208197,0.207156,0.204441,0.200482,0.195366,0.189698,0.183615,0.177996,0.172673,0.169164,0.165604,0.16535,0.158947,0.153173,0.104609,0.0421983,-0.0421983
3.79171e-05,-3.79171e-05,3.90438e-05,-3.65593e-05,3.93532e-05,-3.84719e-05,3.4263e-05,-4.76712e-05,2.00517e-05,-6.77901e-05,-6.95306e-06,-0.000102662,-5.08409e-05,-0.000156723,-0.000116472,-0.000235331,-0.00020977,-0.000345039,-0.000337981,-0.000493848,-0.000509927,-0.000691462,-0.000736259,-0.000949538,-0.0010297,-0.00128193,-0.0014053,-0.0017049,-0.00188057,-0.00223725,-0.00247559,-0.00290027,-0.00321279,-0.00371738,-0.00411639,-0.00471328,-0.00521111,-0.00591215,-0.00651985,-0.00733462,-0.00805979,-0.00899285,-0.00983615,-0.0108829,-0.0118331,-0.0129736,-0.0140006,-0.0151922,-0.016238,-0.0174045,-0.0183728,-0.0193944,-0.0201392,-0.0208411,-0.0211575,-0.0213032,-0.0209232,-0.0202137,-0.0188108,-0.0168959,-0.0141032,-0.0106075,-0.00605219,-0.000617562,0.00602756,0.0136814,0.02263,0.0326316,0.0439062,0.0561541,0.0695112,0.0836092,0.0984918,0.113726,0.129274,0.14466,0.159792,0.174197,0.187764,0.200069,0.211022,0.220292,0.227827,0.233428,0.237088,0.238772,0.238509,0.236472,0.232698,0.227614,0.221229,0.214212,0.206512,0.198785,0.191038,0.1827,0.174681,0.159978,0.141471,0.0882974,0.0295419,-0.0295419
3.80278e-05,-3.80278e-05,3.83419e-05,-3.84483e-05,3.60777e-05,-4.36338e-05,2.70015e-05,-5.75717e-05,7.21137e-06,-8.42229e-05,-2.74143e-05,-0.000127967,-8.15951e-05,-0.000193944,-0.000160964,-0.000288352,-0.000272353,-0.000418724,-0.000424063,-0.000594191,-0.000626124,-0.000825744,-0.000890553,-0.00112648,-0.00123159,-0.00151184,-0.0016659,-0.00199974,-0.00221268,-0.00261062,-0.00289358,-0.00336727,-0.00373236,-0.00429417,-0.00475395,-0.00541629,-0.00598277,-0.00675679,-0.00743982,-0.0083333,-0.00913793,-0.0101521,-0.0110746,-0.0121994,-0.0132219,-0.0144295,-0.0155126,-0.0167495,-0.017823,-0.0189997,-0.0199527,-0.0209341,-0.0216052,-0.0222013,-0.0223709,-0.0223321,-0.0217211,-0.0207402,-0.0190166,-0.0167409,-0.0135379,-0.00959405,-0.00454179,0.0014252,0.0086526,0.0169238,0.0265442,0.0372547,0.0492986,0.0623532,0.0765805,0.0915785,0.107419,0.123621,0.140178,0.156554,0.172702,0.18807,0.202619,0.215829,0.227715,0.237812,0.246228,0.252557,0.257019,0.259254,0.259625,0.257771,0.254265,0.248649,0.241823,0.232997,0.223632,0.21202,0.200669,0.185578,0.171277,0.147866,0.121443,0.0699794,0.0156774,-0.0156774
3.80432e-05,-3.80432e-05,3.77579e-05,-4.00227e-05,3.31278e-05,-4.8238e-05,2.03771e-05,-6.64856e-05,-4.42127e-06,-9.89062e-05,-4.56911e-05,-0.000150275,-0.000108625,-0.000226268,-0.000199449,-0.000333728,-0.00032569,-0.000480929,-0.000496437,-0.000677837,-0.000722596,-0.000936358,-0.00101713,-0.00127057,-0.00139529,-0.0016969,-0.00187471,-0.00223423,-0.00247548,-0.00290378,-0.0032199,-0.00372877,-0.00413189,-0.00473355,-0.00523582,-0.00594198,-0.00655441,-0.00737475,-0.00810525,-0.00904505,-0.00989556,-0.0109522,-0.0119144,-0.0130724,-0.0141222,-0.0153465,-0.0164364,-0.0176649,-0.0187157,-0.0198496,-0.0207411,-0.0216362,-0.022199,-0.0226588,-0.0226688,-0.0224412,-0.0216194,-0.0203996,-0.0184185,-0.0158596,-0.0123586,-0.00809198,-0.0027033,0.00362865,0.0112388,0.0199317,0.030001,0.041214,0.0537975,0.0674573,0.0823272,0.0980326,0.1146,0.131576,0.14889,0.16604,0.182901,0.198976,0.214138,0.227952,0.240334,0.250943,0.259755,0.266535,0.271313,0.273948,0.274518,0.272951,0.269383,0.263754,0.256315,0.246853,0.235886,0.222596,0.208146,0.190007,0.17075,0.143217,0.111245,0.0603104,0.0111784,-0.0111784
3.81614e-05,-3.81614e-05,3.69572e-05,-4.21413e-05,2.95186e-05,-5.37909e-05,1.27673e-05,-7.65753e-05,-1.71253e-05,-0.000114694,-6.4762e-05,-0.000173191,-0.000135672,-0.000258132,-0.000236518,-0.000376831,-0.000375326,-0.000538088,-0.000561731,-0.00075243,-0.000807211,-0.00103234,-0.00112531,-0.00139245,-0.00153178,-0.00184967,-0.00204468,-0.00242318,-0.00268427,-0.00313421,-0.00347264,-0.00400552,-0.00443291,-0.00506023,-0.00558778,-0.00631999,-0.00695705,-0.00780184,-0.00855385,-0.00951355,-0.0103789,-0.0114469,-0.0124128,-0.0135684,-0.014605,-0.0158073,-0.016861,-0.0180417,-0.0190273,-0.0200823,-0.0208754,-0.0216579,-0.0220881,-0.022403,-0.02225,-0.0218518,-0.0208455,-0.0194403,-0.017265,-0.0145175,-0.0108222,-0.00636958,-0.00078602,0.00573684,0.0135589,0.0224725,0.0328033,0.044303,0.0572343,0.0712766,0.0865983,0.10278,0.119879,0.137374,0.15523,0.172856,0.190178,0.206599,0.222079,0.236067,0.248613,0.259235,0.2681,0.274772,0.279545,0.281974,0.282494,0.280568,0.276827,0.270511,0.262568,0.251794,0.239661,0.224128,0.207514,0.186279,0.163824,0.133675,0.0989383,0.0517251,0.00663258,-0.00663258
3.81532e-05,-3.81532e-05,3.64494e-05,-4.3514e-05,2.69244e-05,-5.77724e-05,7.11577e-06,-8.39951e-05,-2.66004e-05,-0.000126319,-7.88701e-05,-0.000189906,-0.000155398,-0.000281036,-0.00026309,-0.000407286,-0.000410242,-0.000577727,-0.000606762,-0.000803147,-0.000864368,-0.00109624,-0.00119677,-0.00147176,-0.00161977,-0.00194655,-0.00215126,-0.00253949,-0.00281102,-0.00327112,-0.00362017,-0.00416291,-0.0046002,-0.00523595,-0.00577129,-0.0065088,-0.00714957,-0.00799418,-0.00874312,-0.00969408,-0.0105462,-0.0115931,-0.0125314,-0.0136493,-0.0146398,-0.0157836,-0.0167688,-0.0178668,-0.0187592,-0.0197064,-0.0203823,-0.0210345,-0.0213289,-0.0214988,-0.0212018,-0.0206566,-0.0195126,-0.0179737,-0.0156821,-0.0128266,-0.00904442,-0.0045112,0.00113615,0.00772922,0.0156194,0.0246307,0.0350793,0.0467538,0.0598992,0.0742309,0.0898821,0.106463,0.123972,0.141914,0.160169,0.178184,0.195787,0.212445,0.228014,0.24205,0.25449,0.265006,0.273625,0.280113,0.284567,0.286799,0.286965,0.28485,0.280684,0.274126,0.26556,0.254344,0.241183,0.224822,0.206592,0.184073,0.159456,0.12789,0.0917522,0.0460401,0.00525735,-0.00525735
