-0.000188175,0.000188175,-0.000193037,0.00018344,-0.000194298,0.000188016,-0.000182246,0.000208916,-0.000149794,0.000255016,-8.55413e-05,0.000340805,2.86016e-05,0.000488424,0.000219481,0.000729873,0.000524947,0.00110903,0.000995126,0.00168122,0.0016889,0.00250423,0.00265582,0.00360594,0.00388263,0.00490051,0.00516869,0.0060131,0.00589493,0.00599945,0.00472284,0.0030874,-0.000512522,-0.0051256,-0.0121218,-0.0203601,-0.0305772,-0.0411895,-0.0520607,-0.0614431,-0.0686821,-0.0729855,-0.0736216,-0.0723211,-0.0671245,-0.0655791,-0.0587346,-0.074621,-0.0734204,-0.178958,-0.181506,0.181506
0.000188175,-0.000188175,0.000193037,-0.00018344,0.000194298,-0.000188016,0.000182246,-0.000208916,0.000149794,-0.000255016,8.55413e-05,-0.000340805,-2.86016e-05,-0.000488424,-0.000219481,-0.000729873,-0.000524947,-0.00110903,-0.000995126,-0.00168122,-0.0016889,-0.00250423,-0.00265582,-0.00360594,-0.00388263,-0.00490051,-0.00516869,-0.0060131,-0.00589493,-0.00599945,-0.00472284,-0.0030874,0.000512522,0.0051256,0.0121218,0.0203601,0.0305772,0.0411895,0.0520607,0.0614431,0.0686821,0.0729855,0.0736216,0.0723211,0.0671245,0.0655791,0.0587346,0.074621,0.0734204,0.178958,0.181506,-0.181506
0.000253179,-0.000253179,0.000256571,-0.000254366,0.000245023,-0.000281264,0.000197977,-0.000353194,9.41121e-05,-0.000495894,-9.8255e-05,-0.000748247,-0.000426359,-0.00116676,-0.000956975,-0.00182892,-0.00177857,-0.00283302,-0.00299698,-0.00428686,-0.00471285,-0.00626789,-0.00695656,-0.00872262,-0.00953997,-0.0112586,-0.0117802,-0.0128003,-0.0121049,-0.0111886,-0.00772776,-0.00305161,0.00513048,0.0154558,0.0298363,0.0465088,0.066522,0.0873964,0.109055,0.128589,0.145309,0.157033,0.163402,0.16414,0.159618,0.151963,0.142284,0.13314,0.129578,0.113663,0.0853206,-0.0853206
0.000264484,-0.000264484,0.000264448,-0.000274579,0.000237715,-0.000323952,0.000158545,-0.00043997,-4.7996e-06,-0.000660889,-0.00029882,-0.00104284,-0.000790641,-0.00166482,-0.00157198,-0.00263104,-0.00275874,-0.00406596,-0.00447863,-0.00609028,-0.0068298,-0.00875454,-0.00977982,-0.0118923,-0.0129621,-0.0148519,-0.0153426,-0.0161119,-0.0148197,-0.0129262,-0.00800553,-0.00135434,0.00936799,0.0228353,0.0409381,0.0619741,0.0868304,0.113105,0.140276,0.165613,0.187625,0.204707,0.215081,0.219723,0.216213,0.209225,0.194944,0.180225,0.163606,0.126797,0.07612,-0.07612
0.000267735,-0.000267735,0.000260063,-0.000292199,0.000213569,-0.000366609,0.000102831,-0.000522521,-0.000110633,-0.000806434,-0.000482722,-0.00128478,-0.00109151,-0.0020478,-0.0020395,-0.00320906,-0.00344885,-0.00489408,-0.00543992,-0.0072041,-0.00807428,-0.010131,-0.0112332,-0.013391,-0.0144001,-0.0161552,-0.0163476,-0.0167136,-0.0148154,-0.012218,-0.00638041,0.00125079,0.0131993,0.0279631,0.0477411,0.0705679,0.0977304,0.126244,0.156071,0.183405,0.207799,0.225913,0.238351,0.242406,0.240495,0.228741,0.213547,0.18438,0.159755,0.102447,0.0417743,-0.0417743
0.000268127,-0.000268127,0.00025736,-0.000299807,0.000200426,-0.000386942,7.41606e-05,-0.000561356,-0.000161831,-0.000872128,-0.00056622,-0.00138812,-0.00121878,-0.00219988,-0.00222026,-0.0034161,-0.00368357,-0.00514693,-0.00570594,-0.00746077,-0.00830514,-0.0102941,-0.0112972,-0.0132922,-0.0140983,-0.0155755,-0.0154654,-0.0154698,-0.013237,-0.0102809,-0.00416593,0.0037888,0.0160236,0.031308,0.0517547,0.0757609,0.104293,0.134629,0.165939,0.19477,0.219654,0.238356,0.250213,0.254498,0.251283,0.239543,0.221307,0.19067,0.157913,0.0967679,0.0328156,-0.0328156
0.000269419,-0.000269419,0.000253499,-0.00030948,0.000187121,-0.000406069,5.20748e-05,-0.000588529,-0.000190366,-0.000904148,-0.000596311,-0.00141794,-0.00123978,-0.00221227,-0.00221006,-0.00338036,-0.0035996,-0.00500639,-0.00547345,-0.00712103,-0.00780754,-0.00961911,-0.0103831,-0.0121297,-0.0126335,-0.0138433,-0.0134567,-0.0133132,-0.0110032,-0.00821579,-0.0023882,0.00499212,0.0166535,0.031225,0.0512931,0.0749766,0.103734,0.134069,0.165626,0.193687,0.217921,0.23462,0.245382,0.247155,0.243243,0.228958,0.210125,0.17771,0.143049,0.0862342,0.0210657,-0.0210657
0.000268839,-0.000268839,0.000254767,-0.000305632,0.000193617,-0.000393744,7.12546e-05,-0.000557684,-0.000145594,-0.000838228,-0.000505051,-0.0012904,-0.00106873,-0.00198119,-0.0019072,-0.00298127,-0.00308652,-0.00434474,-0.00463928,-0.00606963,-0.00651331,-0.00803381,-0.00849478,-0.00990661,-0.0101106,-0.0110431,-0.0105115,-0.0103427,-0.00827822,-0.00595586,-0.000969324,0.00536548,0.0156688,0.0289332,0.047642,0.0703757,0.0982164,0.128009,0.158572,0.185699,0.208178,0.223653,0.232674,0.234181,0.229439,0.216359,0.197407,0.167445,0.132647,0.0784927,0.0171851,-0.0171851
0.000269742,-0.000269742,0.000255107,-0.000304479,0.000200246,-0.000381192,9.63442e-05,-0.000518296,-8.22911e-05,-0.000747304,-0.000372453,-0.00110961,-0.000819397,-0.00165295,-0.00147127,-0.00242273,-0.00236632,-0.0034442,-0.00350947,-0.00469319,-0.00483761,-0.00605733,-0.00617923,-0.00729698,-0.0072185,-0.00801036,-0.00745055,-0.00755192,-0.00601225,-0.00469853,-0.00109004,0.00327077,0.0112853,0.0217614,0.037678,0.0573586,0.0824704,0.109261,0.137183,0.161146,0.181061,0.193753,0.201419,0.201974,0.198024,0.186544,0.170223,0.145034,0.113911,0.068217,0.0118924,-0.0118924
0.000268615,-0.000268615,0.00026059,-0.000289639,0.000226182,-0.000338193,0.000159899,-0.000425564,4.58121e-05,-0.000571172,-0.000138422,-0.000799444,-0.000418496,-0.00113587,-0.0008179,-0.0015992,-0.00134755,-0.00218845,-0.00199052,-0.0028664,-0.00268665,-0.00354849,-0.00332956,-0.00411154,-0.00378892,-0.00442522,-0.00393478,-0.00433292,-0.00351048,-0.00331871,-0.0014696,0.000595193,0.00556434,0.0125416,0.0243679,0.0399066,0.0606754,0.0835981,0.107763,0.128815,0.146081,0.157493,0.164513,0.166483,0.164567,0.157303,0.145182,0.126112,0.0999511,0.0598008,0.00955765,-0.00955765
