-0.00121313,0.00131235,-0.00117127,0.00140204,-0.00108258,0.00146691,-0.00105701,0.00144164,-0.00114282,0.00128525,-0.00137869,0.000958137,-0.00180729,0.000413076,-0.00248159,-0.000409527,-0.00346863,-0.00158498,-0.00485273,-0.00320746,-0.00673876,-0.00539353,-0.00925585,-0.00828604,-0.0125616,-0.0120587,-0.0168469,-0.0169209,-0.0223408,-0.0231226,-0.0293153,-0.0309588,-0.0380883,-0.0407711,-0.0490243,-0.0529451,-0.0625271,-0.0678985,-0.0790211,-0.0860535,-0.098913,-0.107784,-0.122521,-0.133324,-0.149956,-0.162617,-0.180938,-0.195089,-0.214519,-0.229326,-0.248709,-0.262642,-0.279991,-0.290554,-0.302782,-0.306246,-0.308922,-0.300145,-0.287403,-0.259869,-0.224629,-0.170886,-0.105549,-0.0182047,0.0840283,0.210676,0.353906,0.521775,0.705231,0.910361,1.12659,1.35782,1.59206,1.83128,2.06271,2.28713,2.49211,2.67829,2.83498,2.9636,3.05662,3.11666,3.14065,3.13193,3.09333,3.02707,2.94438,2.84246,2.74696,2.64238,2.58526,2.53081,2.61642,2.72176,3.23037,3.74101,5.46002,6.10993,3.23248,-31.6958
-0.000220002,0.00025083,-0.000175493,0.00025764,-0.000184147,0.000226574,-0.000249056,0.000116655,-0.00041444,-0.000114521,-0.000721615,-0.000508863,-0.00121468,-0.00111396,-0.00194578,-0.00198745,-0.00297886,-0.00320028,-0.00439257,-0.00483957,-0.00628321,-0.00701151,-0.00876758,-0.00984428,-0.011986,-0.0134911,-0.0161052,-0.0181329,-0.0213209,-0.0239804,-0.0278585,-0.0312735,-0.0359718,-0.0402783,-0.0459364,-0.0512761,-0.0580343,-0.0645429,-0.072526,-0.0803114,-0.089601,-0.0987086,-0.1093,-0.119659,-0.131394,-0.142741,-0.155222,-0.166994,-0.179461,-0.190668,-0.201865,-0.210948,-0.218978,-0.223679,-0.225904,-0.223205,-0.216238,-0.202422,-0.182283,-0.153203,-0.1157,-0.0672769,-0.0086259,0.0624277,0.144816,0.240184,0.346907,0.465944,0.59501,0.734312,0.88091,1.03429,1.19098,1.34988,1.50714,1.66128,1.80834,1.94664,2.07248,2.18425,2.27888,2.35519,2.41135,2.44689,2.46198,2.45712,2.4355,2.39855,2.35431,2.30453,2.26625,2.2394,2.26033,2.31333,2.4738,2.5932,2.67289,1.00099,-8.53228,-37.6044
9.6031e-05,8.64637e-05,-3.91607e-05,-1.18378e-05,-0.000138227,-0.000127403,-0.000282456,-0.000311507,-0.000517114,-0.000607236,-0.00088445,-0.00105722,-0.00142865,-0.00170828,-0.00220015,-0.00261526,-0.00325892,-0.00384397,-0.0046772,-0.00547363,-0.00654174,-0.00759908,-0.00895598,-0.0103328,-0.0120417,-0.0138062,-0.0159403,-0.0181705,-0.0208125,-0.0235956,-0.0268362,-0.0302657,-0.0342001,-0.0383709,-0.0430912,-0.0480898,-0.0536726,-0.059561,-0.0660473,-0.0728379,-0.0802019,-0.0878199,-0.0959246,-0.104156,-0.112693,-0.121117,-0.129533,-0.137441,-0.144854,-0.151173,-0.156302,-0.159532,-0.160658,-0.158871,-0.15388,-0.144816,-0.131356,-0.112646,-0.0884239,-0.0579507,-0.0211379,0.0225295,0.0728683,0.13009,0.193693,0.263572,0.338941,0.419452,0.50414,0.592545,0.683669,0.777065,0.87181,0.96752,1.06335,1.15891,1.25333,1.34606,1.43602,1.52232,1.60362,1.67864,1.74584,1.80377,1.85111,1.88671,1.91026,1.92161,1.92262,1.91493,1.90415,1.89325,1.89268,1.89507,1.89744,1.76143,1.10806,-1.73887,-11.2432,-32.348
8.35869e-05,3.81532e-05,-5.57792e-05,-0.000127595,-0.000229528,-0.00031549,-0.000441882,-0.000563091,-0.000735315,-0.000912814,-0.00115178,-0.00140679,-0.00173446,-0.00209011,-0.00253115,-0.003014,-0.00359715,-0.00423839,-0.00499748,-0.00583382,-0.0068086,-0.00788299,-0.00911966,-0.0104816,-0.012033,-0.0137385,-0.0156634,-0.017774,-0.0201359,-0.0227162,-0.0255799,-0.0286932,-0.0321188,-0.0358194,-0.0398522,-0.0441729,-0.0488281,-0.0537608,-0.0590002,-0.0644685,-0.0701678,-0.075989,-0.0818952,-0.0877325,-0.0934119,-0.0987208,-0.103505,-0.107481,-0.110423,-0.111973,-0.111837,-0.109596,-0.10491,-0.0973368,-0.0865424,-0.072123,-0.0538269,-0.0313732,-0.00468246,0.0263185,0.0614634,0.100565,0.143186,0.188893,0.237034,0.287022,0.338125,0.389769,0.441326,0.492423,0.542715,0.592172,0.640834,0.689049,0.7372,0.785889,0.835649,0.887065,0.940505,0.996187,1.054,1.11348,1.17385,1.23383,1.29203,1.34655,1.39584,1.43794,1.47209,1.49706,1.51414,1.52278,1.52557,1.51245,1.4524,1.18396,0.13845,-3.36577,-12.5815,-29.8185
0.000207607,3.83441e-05,-9.45227e-05,-0.000213222,-0.000336817,-0.000463125,-0.00060652,-0.000763629,-0.000948283,-0.00115686,-0.00140311,-0.00168357,-0.00201225,-0.00238622,-0.00282009,-0.00331173,-0.00387656,-0.00451347,-0.00523881,-0.00605266,-0.00697236,-0.00799917,-0.00915136,-0.0104313,-0.0118579,-0.0134344,-0.0151798,-0.0170973,-0.0192054,-0.0215062,-0.0240158,-0.0267331,-0.0296696,-0.0328181,-0.0361816,-0.0397426,-0.04349,-0.0473896,-0.0514095,-0.0554905,-0.0595708,-0.0635564,-0.0673453,-0.0707985,-0.0737643,-0.0760502,-0.0774494,-0.0777139,-0.076586,-0.073773,-0.0689861,-0.0619181,-0.0522914,-0.0398372,-0.0243537,-0.00568336,0.0162217,0.0413311,0.0694687,0.100361,0.133576,0.168593,0.204755,0.241362,0.277635,0.312829,0.346205,0.377151,0.405158,0.429938,0.451388,0.469694,0.485273,0.498836,0.511304,0.523814,0.537597,0.553945,0.57407,0.599033,0.629633,0.66631,0.709097,0.757508,0.810596,0.866835,0.92436,0.980815,1.03393,1.08109,1.12056,1.1497,1.16636,1.15802,1.0789,0.738165,-0.500308,-4.19741,-12.714,-26.5954
0.000137803,2.145e-06,-0.000147445,-0.000293938,-0.00044141,-0.00059365,-0.000757476,-0.000936587,-0.00113736,-0.00136318,-0.00162023,-0.00191195,-0.00224463,-0.00262204,-0.00305085,-0.00353538,-0.00408284,-0.00469824,-0.0053894,-0.00616203,-0.00702453,-0.00798326,-0.00904696,-0.0102224,-0.0115181,-0.0129409,-0.0144984,-0.0161961,-0.0180398,-0.0200323,-0.0221754,-0.0244667,-0.0269012,-0.029468,-0.0321511,-0.034926,-0.0377602,-0.0406096,-0.0434177,-0.046113,-0.0486071,-0.0507926,-0.0525414,-0.0537029,-0.0541045,-0.0535497,-0.0518231,-0.0486896,-0.0439052,-0.0372185,-0.028389,-0.017191,-0.00344004,0.0130033,0.0321996,0.0541317,0.0786686,0.105577,0.134488,0.164929,0.196295,0.227899,0.258962,0.288668,0.316169,0.340653,0.361354,0.377624,0.388955,0.395055,0.395865,0.391637,0.382921,0.370614,0.3559,0.340242,0.32527,0.312722,0.304319,0.301659,0.306145,0.318839,0.340467,0.371211,0.410842,0.458391,0.512507,0.570965,0.631387,0.690545,0.745524,0.792515,0.826887,0.834437,0.757121,0.37287,-0.994001,-4.7906,-12.7803,-24.4959
0.000206097,-2.01123e-05,-0.000203478,-0.000373651,-0.000541256,-0.000712557,-0.000893174,-0.00108784,-0.0013014,-0.00153816,-0.00180267,-0.00209914,-0.00243211,-0.00280594,-0.00322535,-0.003695,-0.0042199,-0.00480506,-0.00545576,-0.00617733,-0.00697517,-0.0078547,-0.00882113,-0.00987955,-0.0110344,-0.0122896,-0.0136479,-0.015111,-0.0166783,-0.0183473,-0.020112,-0.0219629,-0.0238853,-0.0258592,-0.0278566,-0.0298417,-0.0317677,-0.033577,-0.0351973,-0.0365417,-0.0375058,-0.0379671,-0.0377836,-0.0367938,-0.0348175,-0.0316571,-0.027103,-0.0209361,-0.0129396,-0.00290393,0.00935477,0.0239885,0.0410923,0.0606991,0.0827524,0.107106,0.133498,0.161564,0.190816,0.220665,0.250417,0.2793,0.306472,0.33105,0.352132,0.368826,0.38029,0.385772,0.384671,0.376596,0.361443,0.339452,0.311263,0.277929,0.240897,0.201944,0.163078,0.126413,0.0940513,0.0679533,0.0498598,0.0411913,0.0430226,0.0559858,0.0802837,0.115545,0.160895,0.214722,0.274918,0.338526,0.402338,0.462115,0.512309,0.536266,0.468049,0.0616655,-1.36601,-5.1315,-12.5419,-22.4174
9.28162e-05,-8.52013e-05,-0.000272716,-0.000455911,-0.000637421,-0.000822115,-0.00101484,-0.00122014,-0.00144226,-0.00168527,-0.00195308,-0.00224956,-0.00257847,-0.00294366,-0.00334891,-0.00379812,-0.00429511,-0.00484385,-0.00544807,-0.00611166,-0.00683806,-0.00763076,-0.00849245,-0.0094256,-0.0104315,-0.0115106,-0.0126615,-0.0138815,-0.0151647,-0.016503,-0.0178836,-0.0192899,-0.020699,-0.0220817,-0.0234003,-0.0246083,-0.0256477,-0.0264483,-0.026926,-0.0269814,-0.0264986,-0.0253445,-0.0233693,-0.0204057,-0.016274,-0.010781,-0.00373072,0.00507494,0.0158201,0.0286719,0.0437588,0.0611669,0.0809148,0.102951,0.127132,0.153221,0.180872,0.209641,0.238976,0.268229,0.296659,0.323446,0.347697,0.368457,0.384728,0.395485,0.399722,0.396493,0.385004,0.364696,0.335363,0.297247,0.251118,0.198294,0.140608,0.0803016,0.019875,-0.0380947,-0.0911105,-0.136924,-0.173586,-0.199572,-0.213695,-0.215257,-0.203858,-0.179656,-0.143107,-0.095382,-0.0380304,0.0265319,0.09543,0.164788,0.228534,0.268074,0.208314,-0.216587,-1.68766,-5.38719,-12.2776,-20.8159
0.000102928,-0.00014078,-0.000346284,-0.000539831,-0.000730414,-0.000923607,-0.00112394,-0.00133555,-0.00156219,-0.00180746,-0.00207471,-0.00236724,-0.00268819,-0.00304067,-0.00342765,-0.0038521,-0.00431678,-0.00482444,-0.00537746,-0.00597811,-0.0066281,-0.00732879,-0.00808065,-0.00888344,-0.00973549,-0.0106339,-0.0115735,-0.0125472,-0.0135444,-0.0145515,-0.01555,-0.0165163,-0.0174206,-0.0182256,-0.0188854,-0.0193441,-0.0195347,-0.0193772,-0.0187786,-0.0176302,-0.015809,-0.0131754,-0.00957705,-0.00484647,0.00119077,0.0087176,0.0179123,0.0289485,0.0419768,0.0571234,0.0744675,0.0940397,0.115799,0.139632,0.165336,0.192618,0.221087,0.250259,0.279554,0.308295,0.335718,0.360953,0.383044,0.400919,0.413427,0.419318,0.417326,0.406207,0.384888,0.352575,0.308959,0.254319,0.189674,0.116767,0.038023,-0.0436474,-0.125063,-0.203048,-0.274649,-0.337325,-0.389019,-0.428224,-0.453895,-0.465474,-0.462718,-0.445813,-0.415153,-0.37165,-0.316436,-0.251431,-0.1788,-0.10207,-0.0268594,0.0259312,-0.0255265,-0.4605,-1.94523,-5.53776,-11.918,-19.2843
-4.78646e-05,-0.000234554,-0.000431817,-0.000626693,-0.000820807,-0.00101792,-0.00122177,-0.00143588,-0.00166345,-0.00190753,-0.00217088,-0.0024562,-0.00276594,-0.00310247,-0.00346794,-0.00386437,-0.00429349,-0.0047568,-0.0052554,-0.00578994,-0.00636048,-0.00696634,-0.00760583,-0.00827613,-0.00897288,-0.00968986,-0.0104186,-0.0111478,-0.0118628,-0.0125448,-0.0131703,-0.0137098,-0.0141274,-0.0143789,-0.0144118,-0.0141626,-0.0135576,-0.0125093,-0.0109187,-0.00867121,-0.00564051,-0.00168458,0.00334738,0.00961875,0.0172945,0.026544,0.0375254,0.0503871,0.0652481,0.0821981,0.101276,0.122469,0.145693,0.170797,0.197544,0.225613,0.254601,0.284009,0.313254,0.341646,0.368397,0.392576,0.413125,0.428802,0.438215,0.439798,0.431916,0.412919,0.381372,0.336205,0.277012,0.204204,0.119201,0.0243897,-0.0769737,-0.181071,-0.283845,-0.381397,-0.470255,-0.54762,-0.611385,-0.660208,-0.693299,-0.710463,-0.711763,-0.697688,-0.66876,-0.625912,-0.570069,-0.502751,-0.425608,-0.341516,-0.256073,-0.19218,-0.239283,-0.685725,-2.17647,-5.64838,-11.5564,-17.9845
