-0.000192959,0.000192959,-1.00731e-05,-0.000137759,-0.000313275,-0.000352989,-0.000486644,-0.000558408,-0.000898107,-0.00128288,-0.00232145,-0.00377543,-0.00699124,-0.0117128,-0.0207567,-0.0321042,-0.0496846,-0.0588459,-0.0610088,0.0225109,0.236274,-2.23627
0.000192959,-0.000192959,1.00731e-05,0.000137759,0.000313275,0.000352989,0.000486644,0.000558408,0.000898107,0.00128288,0.00232145,0.00377543,0.00699124,0.0117128,0.0207567,0.0321042,0.0496846,0.0588459,0.0610088,-0.0225109,-0.236274,-1.76373
0.00104664,-0.00104664,0.000124381,0.00164824,0.00352927,0.00546153,0.00792502,0.0110269,0.0153607,0.0210108,0.0288003,0.0385109,0.0512409,0.0652416,0.0810902,0.0913153,0.0951563,0.0690273,0.0155734,-0.155029,-0.438236,-1.56176
-0.00028774,0.00028774,0.00422434,0.00867354,0.0140376,0.019912,0.0274791,0.0367636,0.0491952,0.0642202,0.0830802,0.103229,0.124711,0.140561,0.149297,0.137264,0.104173,0.0240162,-0.0996476,-0.330339,-0.668879,-1.33112
-0.00192455,0.00192455,0.00936491,0.017481,0.0267723,0.0372247,0.0501471,0.065767,0.085178,0.107267,0.131771,0.154297,0.172333,0.177095,0.166003,0.126787,0.0617787,-0.0483492,-0.193912,-0.418253,-0.722948,-1.27705
-0.00574096,0.00574096,0.0180728,0.0306035,0.0443784,0.0597534,0.0782693,0.0997568,0.125055,0.151613,0.178138,0.198061,0.207995,0.198243,0.167205,0.105134,0.0158252,-0.113319,-0.278186,-0.503185,-0.796901,-1.2031
-0.00902497,0.00902497,0.0261638,0.0429543,0.0605681,0.0799193,0.102248,0.127235,0.154795,0.181634,0.205143,0.218288,0.217273,0.193913,0.148198,0.0741098,-0.0230486,-0.152712,-0.31456,-0.530562,-0.812861,-1.18714
-0.0131219,0.0131219,0.0351875,0.0559312,0.0768651,0.0992348,0.124125,0.15074,0.178537,0.203363,0.222296,0.228049,0.217534,0.184017,0.128924,0.048936,-0.051751,-0.180405,-0.343985,-0.559638,-0.83883,-1.16117
-0.0157971,0.0157971,0.0416643,0.0654366,0.0885431,0.112535,0.138087,0.164301,0.19005,0.211168,0.224501,0.223616,0.20609,0.167217,0.109314,0.0310741,-0.0644574,-0.184485,-0.341108,-0.553824,-0.837796,-1.1622
-0.018008,0.018008,0.0466804,0.0725064,0.0969049,0.121437,0.146595,0.171232,0.194174,0.2112,0.219643,0.213681,0.191977,0.150966,0.0935941,0.019317,-0.0702429,-0.182633,-0.334658,-0.548063,-0.840064,-1.15994
-0.0186953,0.0186953,0.0485891,0.075276,0.09991,0.123973,0.14769,0.169955,0.189529,0.202677,0.207123,0.198166,0.175078,0.135595,0.082533,0.0161115,-0.0635909,-0.164444,-0.307821,-0.520363,-0.826953,-1.17305
-0.0183307,0.0183307,0.0479992,0.0743997,0.098435,0.121283,0.143078,0.162647,0.179024,0.188794,0.190467,0.179948,0.157482,0.121038,0.0738982,0.0156762,-0.0536705,-0.143667,-0.278304,-0.490933,-0.813664,-1.18634
-0.0171047,0.0171047,0.0452135,0.07028,0.092948,0.114037,0.133591,0.150483,0.163982,0.171212,0.17124,0.160827,0.140615,0.109194,0.0694544,0.021303,-0.036327,-0.112956,-0.236654,-0.44724,-0.790575,-1.20943
-0.0147402,0.0147402,0.0399892,0.0627539,0.0833614,0.102211,0.119307,0.133548,0.14451,0.14971,0.148913,0.139266,0.122254,0.0961078,0.0646216,0.0262183,-0.0184552,-0.0817951,-0.191834,-0.399463,-0.763699,-1.2363
-0.012448,0.012448,0.034191,0.054006,0.0721141,0.0884777,0.103156,0.115019,0.123982,0.127894,0.127065,0.119087,0.105821,0.0856544,0.0623024,0.0342236,0.00199228,-0.0463295,-0.141504,-0.342203,-0.729662,-1.27034
-0.00907845,0.00907845,0.0264656,0.0427337,0.0578097,0.0713424,0.083334,0.0928054,0.0997915,0.102589,0.101827,0.0954753,0.0859186,0.0711681,0.0561968,0.0376346,0.0198825,-0.0132162,-0.0867535,-0.277417,-0.684401,-1.3156
-0.00662241,0.00662241,0.0198279,0.0324146,0.0443874,0.0550483,0.064582,0.0719211,0.0774718,0.0796027,0.0794456,0.0750083,0.06913,0.0595916,0.051779,0.0419885,0.0359439,0.0181928,-0.0345289,-0.207828,-0.632866,-1.36713
-0.00327042,0.00327042,0.011993,0.0207252,0.0292267,0.0367817,0.0434412,0.0485215,0.0522106,0.0535441,0.0533122,0.0502861,0.0468784,0.0413162,0.0392766,0.0363791,0.0429387,0.0397452,0.0205227,-0.128499,-0.549605,-1.4504
