-5.69124e-05,-5.69124e-05,-3.85846e-05,-2.89725e-05,-1.6663e-05,-4.1053e-06,4.48897e-06,1.68801e-05,2.88878e-05,3.82166e-05,5.62275e-05,5.62275e-05
-5.69124e-05,-5.69124e-05,-3.85846e-05,-2.89725e-05,-1.6663e-05,-4.1053e-06,4.48897e-06,1.68801e-05,2.88878e-05,3.82166e-05,5.62275e-05,5.62275e-05
-4.44464e-05,-4.44464e-05,-2.86917e-05,-2.24164e-05,-1.2648e-05,-3.26897e-06,3.55644e-06,1.2814e-05,2.23629e-05,2.84371e-05,4.39644e-05,4.39644e-05
-3.44829e-05,-3.44829e-05,-2.12122e-05,-1.65617e-05,-9.0926e-06,-2.31872e-06,2.57979e-06,9.25438e-06,1.65725e-05,2.10594e-05,3.42325e-05,3.42325e-05
-2.4082e-05,-2.4082e-05,-1.47683e-05,-1.17465e-05,-6.43383e-06,-1.73472e-06,1.95233e-06,6.57622e-06,1.18058e-05,1.47065e-05,2.40504e-05,2.40504e-05
-5.49419e-06,-5.49419e-06,-2.6675e-06,-2.10027e-06,-9.26576e-07,-1.5189e-07,3.44781e-07,1.05787e-06,2.19201e-06,2.66139e-06,5.6016e-06,5.6016e-06
5.6016e-06,5.6016e-06,2.66139e-06,2.19201e-06,1.05787e-06,3.44781e-07,-1.5189e-07,-9.26576e-07,-2.10027e-06,-2.6675e-06,-5.49419e-06,-5.49419e-06
2.40504e-05,2.40504e-05,1.47065e-05,1.18058e-05,6.57622e-06,1.95233e-06,-1.73472e-06,-6.43383e-06,-1.17465e-05,-1.47683e-05,-2.4082e-05,-2.4082e-05
3.42325e-05,3.42325e-05,2.10594e-05,1.65725e-05,9.25438e-06,2.57979e-06,-2.31872e-06,-9.0926e-06,-1.65617e-05,-2.12122e-05,-3.44829e-05,-3.44829e-05
4.39644e-05,4.39644e-05,2.84371e-05,2.23629e-05,1.2814e-05,3.55644e-06,-3.26897e-06,-1.2648e-05,-2.24164e-05,-2.86917e-05,-4.44464e-05,-4.44464e-05
5.62275e-05,5.62275e-05,3.82166e-05,2.88878e-05,1.68801e-05,4.48897e-06,-4.1053e-06,-1.6663e-05,-2.89725e-05,-3.85846e-05,-5.69124e-05,-5.69124e-05
5.62275e-05,5.62275e-05,3.82166e-05,2.88878e-05,1.68801e-05,4.48897e-06,-4.1053e-06,-1.6663e-05,-2.89725e-05,-3.85846e-05,-5.69124e-05,-5.69124e-05
