0.000186192,-0.000186192,-0.00105318,-5.15052e-05,0.000733042,0.00379124,0.00654774,0.012203,0.0181331,0.0284619,0.0404268,0.0595836,0.082713,0.117816,0.159667,0.219663,0.283087,0.364504,0.410961,0.441087,0.233422,-0.233422
-0.000186192,0.000186192,0.00105318,5.15052e-05,-0.000733042,-0.00379124,-0.00654774,-0.012203,-0.0181331,-0.0284619,-0.0404268,-0.0595836,-0.082713,-0.117816,-0.159667,-0.219663,-0.283087,-0.364504,-0.410961,-0.441087,-0.233422,0.233422
7.87555e-05,-7.87555e-05,-0.00040217,-0.00429325,-0.00893817,-0.0180177,-0.0284974,-0.0450103,-0.0647026,-0.0933074,-0.12764,-0.174066,-0.227093,-0.291786,-0.355942,-0.420327,-0.461102,-0.474815,-0.426272,-0.314159,-0.118445,0.118445
0.000422549,-0.000422549,-0.00254888,-0.0096633,-0.0183819,-0.0329065,-0.0501452,-0.0751286,-0.104885,-0.144946,-0.191141,-0.247917,-0.306927,-0.369008,-0.418781,-0.453921,-0.454253,-0.420544,-0.336877,-0.211059,-0.0736525,0.0736525
0.000749307,-0.000749307,-0.00470418,-0.014598,-0.0266344,-0.044939,-0.0664758,-0.0957293,-0.129469,-0.171589,-0.216862,-0.266647,-0.311694,-0.349932,-0.369376,-0.36784,-0.337246,-0.279493,-0.199912,-0.100955,-0.0270666,0.0270666
0.000990388,-0.000990388,-0.00611032,-0.0177895,-0.0315838,-0.0515855,-0.0742785,-0.103687,-0.135746,-0.173304,-0.210113,-0.246675,-0.274105,-0.291616,-0.290923,-0.27381,-0.238246,-0.188983,-0.133884,-0.0683369,-0.0215759,0.0215759
0.000997628,-0.000997628,-0.00638361,-0.0181125,-0.0317115,-0.0505994,-0.0711931,-0.0964553,-0.122177,-0.149937,-0.173927,-0.194095,-0.203915,-0.203633,-0.189688,-0.165351,-0.13349,-0.097775,-0.0664039,-0.0319762,-0.00995197,0.00995197
0.000968417,-0.000968417,-0.00580402,-0.0164692,-0.0282865,-0.0444444,-0.0609023,-0.0802837,-0.0979684,-0.115539,-0.127503,-0.134897,-0.13283,-0.123713,-0.106133,-0.0848285,-0.0630973,-0.0434197,-0.0313249,-0.0168716,-0.00806297,0.00806297
0.000706402,-0.000706402,-0.00417997,-0.0121995,-0.0207555,-0.0322396,-0.0429578,-0.0547094,-0.0634497,-0.0703465,-0.0712863,-0.0676928,-0.056918,-0.0421355,-0.0238664,-0.00680502,0.00575305,0.011687,0.00798093,0.00235938,-0.00359348,0.00359348
0.000546935,-0.000546935,-0.00235152,-0.00747197,-0.0121911,-0.0188391,-0.0236292,-0.0284418,-0.0292835,-0.0279203,-0.0207925,-0.0105414,0.00465829,0.0204706,0.0362815,0.0472524,0.0512445,0.0463862,0.0312039,0.0130997,-0.00225746,0.00225746
