-0.00137545,-0.00142618,-0.00155416,-0.00173111,-0.00193996,-0.00215953,-0.00237283,-0.00254803,-0.00265639,-0.00264215,-0.00245331,-0.00199458,-0.00117636,0.000155625,0.00214637,0.00503118,0.00902936,0.0144762,0.0216787,0.0310779,0.0430696,0.0581912,0.0769381,0.0999697,0.127998,0.161979,0.203104,0.252612,0.3113,0.377319,0.443366,0.490502,0.485455,0.379487,0.125612,-0.298179,-0.851503,-1.43113,-1.9044,-2.19033,-2.29262,-2.27022,-2.1814,-2.04852,-1.87472,-1.6663,-1.57806,-2.27339,-4.85448,-8.79696
-0.00125823,-0.00135903,-0.00150835,-0.00169929,-0.00192043,-0.0021538,-0.00238421,-0.00258249,-0.00272168,-0.00274979,-0.00261782,-0.00223722,-0.00152462,-0.000338585,0.00145293,0.00406158,0.00768258,0.0126123,0.0191208,0.0275982,0.0384029,0.0520379,0.0690087,0.0900426,0.116029,0.148288,0.1886,0.239199,0.302162,0.377312,0.458439,0.526543,0.544876,0.457971,0.208454,-0.234311,-0.832174,-1.47027,-1.99261,-2.29738,-2.38508,-2.3329,-2.21942,-2.07998,-1.92234,-1.75981,-1.76628,-2.53121,-4.90132,-8.16743
-0.00114348,-0.00124378,-0.00142,-0.00163835,-0.00188709,-0.00215324,-0.00242548,-0.0026805,-0.00289544,-0.00302606,-0.00302904,-0.00282742,-0.00234702,-0.00146462,-6.35856e-05,0.00203929,0.00501443,0.00911688,0.014582,0.0217499,0.0309445,0.0426341,0.0573263,0.0757951,0.0990609,0.128731,0.167079,0.217273,0.282809,0.365816,0.462764,0.557314,0.612676,0.568903,0.356946,-0.0697345,-0.687488,-1.38243,-1.97924,-2.34426,-2.4544,-2.39061,-2.24985,-2.09241,-1.94177,-1.82298,-1.91307,-2.72517,-4.98437,-8.15332
-0.000808561,-0.00105291,-0.00128885,-0.00154798,-0.0018354,-0.00214908,-0.00248336,-0.0028244,-0.00315499,-0.00344281,-0.00365215,-0.00372271,-0.00359134,-0.00315853,-0.00232386,-0.000937323,0.0011484,0.00414435,0.00825627,0.0137731,0.02099,0.0303335,0.0423046,0.0576865,0.0775689,0.103729,0.138766,0.186594,0.25205,0.340013,0.451136,0.575133,0.67987,0.705495,0.571248,0.207831,-0.391119,-1.13071,-1.82864,-2.31375,-2.51677,-2.49638,-2.35412,-2.18209,-2.03482,-1.97268,-2.17277,-3.04506,-5.1014,-7.73817
-0.000657384,-0.000870519,-0.00113409,-0.00142985,-0.00175698,-0.00212621,-0.00253485,-0.00298422,-0.00346109,-0.00395185,-0.00442725,-0.00485128,-0.00517092,-0.00531821,-0.00520731,-0.00472827,-0.00375325,-0.00211978,0.000354348,0.00390392,0.00879998,0.0154171,0.0242378,0.0360085,0.0518134,0.0734407,0.103568,0.146436,0.207734,0.294677,0.412699,0.560378,0.716869,0.831573,0.819106,0.584579,0.0749394,-0.661418,-1.4615,-2.1249,-2.51917,-2.64616,-2.5799,-2.42816,-2.27348,-2.22388,-2.45177,-3.30549,-5.27062,-8.24648
-0.000244977,-0.000637628,-0.000947158,-0.0012806,-0.00163679,-0.00206555,-0.00254756,-0.00312222,-0.00376072,-0.00449222,-0.00527523,-0.00612331,-0.00697522,-0.00782059,-0.0085692,-0.00917695,-0.00951433,-0.00949202,-0.00892704,-0.0076631,-0.00542832,-0.00193187,0.00330294,0.0109206,0.0219602,0.0380484,0.0617287,0.0970741,0.149924,0.228694,0.34261,0.499546,0.69494,0.899748,1.04094,1.00955,0.697445,0.0762626,-0.754293,-1.59873,-2.27026,-2.68949,-2.86592,-2.88002,-2.81546,-2.81834,-3.06059,-3.86904,-5.5956,-8.14018
-0.000189307,-0.000487572,-0.000736663,-0.0011084,-0.00144486,-0.00195247,-0.00247057,-0.00320099,-0.00397695,-0.00499659,-0.00608504,-0.00743339,-0.0088519,-0.0105172,-0.0122143,-0.0140951,-0.0159064,-0.0177618,-0.0193527,-0.0207308,-0.0214969,-0.0215791,-0.020388,-0.0175425,-0.0119675,-0.00244914,0.0133632,0.0388089,0.079256,0.142584,0.239402,0.383103,0.58433,0.843239,1.12518,1.3447,1.36213,1.05207,0.389905,-0.50218,-1.42684,-2.22791,-2.82672,-3.22813,-3.45896,-3.63287,-3.86238,-4.50047,-6.01472,-9.6644
0.000244432,-0.000386309,-0.000404159,-0.000970987,-0.00108311,-0.00182902,-0.00218506,-0.00323762,-0.00396069,-0.00544622,-0.00666547,-0.00871517,-0.0105568,-0.0132858,-0.0158414,-0.019307,-0.0225815,-0.0267206,-0.0305595,-0.035102,-0.0390822,-0.0434022,-0.0466154,-0.0493887,-0.0498798,-0.048147,-0.0413717,-0.0280335,-0.00293412,0.0391942,0.108654,0.218006,0.385197,0.629297,0.961195,1.36286,1.75004,1.97023,1.85392,1.33317,0.483458,-0.535592,-1.5763,-2.5526,-3.41737,-4.20133,-4.93605,-5.87154,-7.24235,-10.5949
0.000708954,-0.000897438,0.000476574,-0.0012874,-8.91843e-05,-0.00209463,-0.00120725,-0.00360516,-0.00319362,-0.00617245,-0.00644645,-0.0102409,-0.0114507,-0.0163249,-0.0187304,-0.0249327,-0.028742,-0.0364263,-0.0417005,-0.0508159,-0.0573415,-0.0674877,-0.0746058,-0.0848154,-0.0911096,-0.0993564,-0.101822,-0.103597,-0.0952325,-0.0795833,-0.0431473,0.0167871,0.122276,0.28726,0.547096,0.927086,1.45588,2.10431,2.76117,3.21645,3.28081,2.8714,2.0487,0.917761,-0.393873,-1.85119,-3.38288,-5.21018,-7.29914,-14.8072
0.00462501,-0.00438864,0.00449464,-0.004565,0.00410671,-0.00525136,0.00305168,-0.00678084,0.000953282,-0.00960696,-0.00273342,-0.0143719,-0.00874407,-0.0218988,-0.0179677,-0.0331187,-0.0313293,-0.0489032,-0.0495691,-0.069795,-0.0729357,-0.0956933,-0.100897,-0.125638,-0.132034,-0.157823,-0.164087,-0.189468,-0.193167,-0.214504,-0.208522,-0.213526,-0.17521,-0.126325,0.00654194,0.204897,0.575299,1.11809,1.9613,3.05302,4.41125,5.79177,7.15331,8.24721,9.17256,9.53926,9.50846,8.00629,5.12717,-13.21
