-0.00427582,0.00452074,-0.00437058,0.00439756,-0.00468271,0.00381358,-0.00560394,0.00245579,-0.00748746,-0.00010844,-0.0108681,-0.00453412,-0.016535,-0.011762,-0.0255896,-0.0230639,-0.0394643,-0.0400131,-0.0598051,-0.0642187,-0.0879712,-0.0964721,-0.123666,-0.134663,-0.16192,-0.169643,-0.187749,-0.178851,-0.169354,-0.120324,-0.0549353,0.0649238,0.216261,0.430348,0.678547,0.976953,1.2871,1.60549,1.89083,2.12643,2.29152,2.36363,2.37844,2.28586,2.26207,2.10562,2.49511,2.53523,0.943623,-16.5017
-0.000804853,0.000653451,-0.00101197,0.000296697,-0.00153268,-0.000452355,-0.00257971,-0.00188067,-0.00447725,-0.00436121,-0.0076611,-0.00840324,-0.012719,-0.0146734,-0.020387,-0.0239563,-0.031456,-0.0369788,-0.0464744,-0.0539393,-0.0650401,-0.0734905,-0.0844122,-0.0909494,-0.0973663,-0.0959862,-0.0901105,-0.071412,-0.0428097,0.00362337,0.0638853,0.1438,0.236866,0.345858,0.46223,0.586853,0.712148,0.839192,0.964087,1.08609,1.20381,1.30684,1.39941,1.45352,1.50765,1.49742,1.59149,1.33061,-3.18704,-19.3601
1.42083e-05,-8.9827e-05,-0.000627978,-0.000665184,-0.0012937,-0.00150829,-0.00238381,-0.00291574,-0.00418029,-0.00518335,-0.00700446,-0.00866116,-0.0112301,-0.0137325,-0.0172226,-0.0206997,-0.0251516,-0.029496,-0.0345687,-0.0390942,-0.0436182,-0.0465116,-0.0478769,-0.0456063,-0.0393509,-0.0266748,-0.00721488,0.0210622,0.0574845,0.102467,0.153183,0.207658,0.260976,0.309612,0.348796,0.376519,0.392774,0.401701,0.411158,0.429832,0.466783,0.524097,0.603646,0.691732,0.787965,0.85433,0.923346,0.491495,-3.8898,-17.1731
-0.000179499,-0.000398507,-0.000745645,-0.00103475,-0.00146968,-0.00190094,-0.00253201,-0.0032118,-0.00414121,-0.00516963,-0.00649388,-0.00795935,-0.00974822,-0.0116855,-0.0139129,-0.0161979,-0.0185902,-0.0207298,-0.0224883,-0.0232721,-0.0226677,-0.0197463,-0.0137648,-0.00349994,0.0119085,0.0335593,0.0617556,0.0965748,0.13677,0.18044,0.224165,0.263767,0.293985,0.309082,0.303875,0.274473,0.22203,0.152715,0.0798023,0.0180065,-0.0176983,-0.0196814,0.0179951,0.089329,0.189359,0.29826,0.395631,-0.189658,-4.46062,-15.8352
-0.000178445,-0.000578595,-0.000921902,-0.00125758,-0.00164987,-0.00209163,-0.00263064,-0.00325189,-0.00399639,-0.00484156,-0.00581731,-0.00688428,-0.00804687,-0.00922655,-0.0103718,-0.0113215,-0.0119142,-0.0118349,-0.0107346,-0.00805747,-0.00319856,0.00467539,0.0163782,0.0328543,0.0547909,0.0827063,0.116464,0.155317,0.197533,0.240363,0.280007,0.311132,0.327447,0.320559,0.283004,0.207983,0.0973964,-0.0390214,-0.180694,-0.305616,-0.395106,-0.439169,-0.433098,-0.380498,-0.284613,-0.160953,-0.0314703,-0.619209,-4.56264,-14.3227
-0.000574677,-0.000815241,-0.00110617,-0.00142326,-0.00178059,-0.00218341,-0.00264503,-0.0031631,-0.00374202,-0.00436562,-0.0050216,-0.00566682,-0.00625515,-0.00669031,-0.00686005,-0.00656963,-0.00558868,-0.0035586,-6.68236e-05,0.00547145,0.0136826,0.0253598,0.0412366,0.0620801,0.0883605,0.12028,0.157437,0.198764,0.242378,0.285194,0.322994,0.349081,0.35485,0.327856,0.256308,0.13018,-0.0466913,-0.256919,-0.468027,-0.648582,-0.775661,-0.841282,-0.84388,-0.790281,-0.684847,-0.538542,-0.391361,-1.00242,-4.69989,-13.0117
-0.000724665,-0.00100146,-0.00126436,-0.00154852,-0.00186519,-0.00221532,-0.00259983,-0.00300887,-0.00343254,-0.00384234,-0.00420775,-0.00446581,-0.00454682,-0.00432567,-0.00366176,-0.00232425,-5.51524e-05,0.00353776,0.00887856,0.0165597,0.0271751,0.0414649,0.0600625,0.0836084,0.112439,0.146628,0.185745,0.22872,0.273789,0.317689,0.35563,0.378888,0.375379,0.326901,0.216143,0.0298156,-0.223675,-0.514962,-0.795789,-1.02378,-1.17483,-1.24512,-1.23971,-1.16994,-1.04143,-0.865317,-0.693797,-1.2926,-4.73893,-11.9145
-0.00107398,-0.00120184,-0.00140116,-0.00164166,-0.00191534,-0.00221277,-0.00252658,-0.00283749,-0.00312675,-0.00335328,-0.00347533,-0.00341271,-0.00308192,-0.00233638,-0.00102151,0.00111491,0.00433794,0.00904994,0.0156614,0.0247455,0.0368468,0.0526445,0.0726953,0.0975697,0.127582,0.162849,0.203128,0.24761,0.294843,0.341518,0.381989,0.404933,0.393428,0.322255,0.167384,-0.0866583,-0.424053,-0.798825,-1.1435,-1.40591,-1.56448,-1.62481,-1.60121,-1.50853,-1.35447,-1.14908,-0.972844,-1.58373,-4.77131,-10.8202
-0.00121056,-0.00133121,-0.00149636,-0.00170235,-0.00194019,-0.00219436,-0.00245202,-0.00268653,-0.0028732,-0.00296175,-0.00290346,-0.00260678,-0.00198108,-0.000868165,0.000890241,0.00355264,0.0073767,0.0127553,0.0200698,0.029857,0.0426069,0.0589424,0.0793728,0.104457,0.134581,0.170045,0.210968,0.257018,0.307256,0.358465,0.404111,0.429907,0.41344,0.321632,0.123495,-0.197852,-0.617046,-1.06875,-1.46499,-1.74511,-1.89531,-1.93481,-1.88984,-1.7769,-1.60278,-1.37561,-1.19948,-1.81621,-4.79315,-10.0625
-0.00135993,-0.0014167,-0.00155011,-0.00173237,-0.00194712,-0.00217403,-0.00239687,-0.00258471,-0.0027095,-0.00271608,-0.00255236,-0.00212196,-0.00133248,-2.36927e-05,0.00195887,0.00486689,0.00894175,0.014552,0.0220433,0.0319062,0.0445815,0.0606447,0.0805904,0.105014,0.134451,0.169502,0.210786,0.258681,0.312983,0.370918,0.425214,0.458807,0.443409,0.337926,0.103699,-0.277438,-0.77072,-1.2904,-1.7265,-2.01025,-2.1381,-2.14849,-2.08239,-1.95796,-1.77953,-1.55453,-1.41729,-2.07413,-4.81403,-9.20309
