-2.01103e-05,2.01103e-05,4.57464e-05,5.26019e-05,5.81539e-05,5.6621e-05,5.64605e-05,5.77308e-05,5.20525e-05,4.52569e-05,1.99088e-05,-1.99088e-05
2.01103e-05,-2.01103e-05,-4.57464e-05,-5.26019e-05,-5.81539e-05,-5.6621e-05,-5.64605e-05,-5.77308e-05,-5.20525e-05,-4.52569e-05,-1.99088e-05,1.99088e-05
1.7944e-05,-1.7944e-05,-3.16644e-05,-2.05075e-05,-1.14811e-05,-9.40368e-07,-7.93219e-07,-1.10883e-05,-1.99927e-05,-3.11951e-05,-1.77445e-05,1.77445e-05
1.1134e-05,-1.1134e-05,-1.02427e-05,1.42382e-05,3.40999e-05,4.99384e-05,5.01117e-05,3.45595e-05,1.48158e-05,-9.76343e-06,-1.09456e-05,1.09456e-05
6.82337e-06,-6.82337e-06,-2.34151e-06,1.93129e-05,3.66022e-05,4.96499e-05,4.98972e-05,3.72493e-05,2.00902e-05,-1.75656e-06,-6.61453e-06,6.61453e-06
1.84114e-06,-1.84114e-06,1.1901e-06,1.03435e-05,1.78073e-05,2.32457e-05,2.35382e-05,1.85671e-05,1.12377e-05,1.82826e-06,-1.62791e-06,1.62791e-06
-1.62791e-06,1.62791e-06,-1.82826e-06,-1.12377e-05,-1.85671e-05,-2.35382e-05,-2.32457e-05,-1.78073e-05,-1.03435e-05,-1.1901e-06,1.84114e-06,-1.84114e-06
-6.61453e-06,6.61453e-06,1.75656e-06,-2.00902e-05,-3.72493e-05,-4.98972e-05,-4.96499e-05,-3.66022e-05,-1.93129e-05,2.34151e-06,6.82337e-06,-6.82337e-06
-1.09456e-05,1.09456e-05,9.76343e-06,-1.48158e-05,-3.45595e-05,-5.01117e-05,-4.99384e-05,-3.40999e-05,-1.42382e-05,1.02427e-05,1.1134e-05,-1.1134e-05
-1.77445e-05,1.77445e-05,3.11951e-05,1.99927e-05,1.10883e-05,7.93219e-07,9.40368e-07,1.14811e-05,2.05075e-05,3.16644e-05,1.7944e-05,-1.7944e-05
-1.99088e-05,1.99088e-05,4.52569e-05,5.20525e-05,5.77308e-05,5.64605e-05,5.6621e-05,5.81539e-05,5.26019e-05,4.57464e-05,2.01103e-05,-2.01103e-05
1.99088e-05,-1.99088e-05,-4.52569e-05,-5.20525e-05,-5.77308e-05,-5.64605e-05,-5.6621e-05,-5.81539e-05,-5.26019e-05,-4.57464e-05,-2.01103e-05,2.01103e-05
