Iter,dP,du,dv
146,6.74517e-07,2.34497e-06,2.17554e-06
147,6.51315e-07,2.22431e-06,2.06773e-06
148,6.22891e-07,2.10964e-06,1.96467e-06
149,5.90341e-07,2.00056e-06,1.86597e-06
150,5.55797e-07,1.89658e-06,1.77144e-06
151,5.21413e-07,1.79737e-06,1.68098e-06
152,4.88649e-07,1.70289e-06,1.5945e-06
153,4.58042e-07,1.61331e-06,1.51189e-06
154,4.29468e-07,1.5289e-06,1.43306e-06
155,4.02643e-07,1.44974e-06,1.35798e-06
156,3.77547e-07,1.37567e-06,1.28666e-06
157,3.5455e-07,1.30622e-06,1.21916e-06
158,3.34217e-07,1.24078e-06,1.15552e-06
159,3.16937e-07,1.17874e-06,1.0957e-06
160,3.02608e-07,1.11963e-06,1.03952e-06
161,2.90568e-07,1.06315e-06,9.86718e-07
162,2.7981e-07,1.00918e-06,9.36969e-07
163,2.69327e-07,9.57666e-07,8.89924e-07
