Output errors in cells i from 9 to 11, j from 9 to 11,
the rest are zeros. 
All errors are smaller than $10^{-10}$.

0,-1.00018e-17,0,
-1.00018e-17,0,1.00018e-17,
0,1.00018e-17,0,

0,5.00006e-12,0,
5.00092e-12,-1.00668e-16,-5.00013e-12,
0,-4.9998e-12,0,

0,5.00092e-12,0,
5.00006e-12,-1.00668e-16,-4.9998e-12,
0,-5.00013e-12,0,
