Iter,dP,du,dv
1,0.461733,0.176014,0.163397
2,0.334235,0.176239,0.127491
3,0.181228,0.199073,0.155171
4,0.123261,0.183926,0.145375
5,0.137756,0.149928,0.113131
6,0.164817,0.09498,0.0698089
7,0.157034,0.0455576,0.0434665
8,0.109673,0.0578896,0.0539426
9,0.0525113,0.0677187,0.0607095
10,0.0269861,0.0579713,0.0536351
11,0.0494061,0.0372981,0.0359054
12,0.0589985,0.0188604,0.0161716
13,0.0503048,0.0200267,0.0112344
14,0.0319013,0.0262386,0.0180353
15,0.0148433,0.0262705,0.0197492
16,0.0149612,0.0207998,0.016302
17,0.0215799,0.0128833,0.0104235
18,0.0222707,0.00757227,0.00609195
19,0.0172634,0.00884589,0.0068355
20,0.00958437,0.0104832,0.00848155
21,0.00438343,0.00949904,0.00835275
22,0.00708726,0.00646366,0.00664895
23,0.00931819,0.00307262,0.00439448
24,0.00884453,0.00282396,0.00283144
25,0.00642356,0.00460167,0.0025226
26,0.00345839,0.00537919,0.00243649
27,0.00211322,0.00500562,0.00193578
28,0.0031039,0.00389411,0.00130634
29,0.00375426,0.00256033,0.00128923
30,0.00359618,0.0014794,0.00173898
31,0.00295803,0.00107231,0.00200468
32,0.00228081,0.00124376,0.00192226
33,0.00184539,0.00148812,0.00156602
34,0.00161264,0.001649,0.00110357
35,0.00142743,0.00169341,0.00073402
36,0.00129,0.00160008,0.000605768
37,0.00127959,0.00138128,0.000623672
38,0.00134663,0.00110635,0.000620846
39,0.00135131,0.00089714,0.000574003
40,0.00121341,0.000847852,0.00053312
41,0.000945731,0.000894503,0.000535561
42,0.000640656,0.000906773,0.00056445
43,0.000477819,0.000822715,0.000582668
44,0.000559484,0.000649108,0.000570325
45,0.000686818,0.0004415,0.000525976
46,0.00072692,0.000316027,0.000457
47,0.0006593,0.000373639,0.000373767
48,0.000510233,0.000488676,0.000289759
49,0.000332499,0.000555461,0.000225633
50,0.00021942,0.00054967,0.000205475
51,0.000260701,0.000480021,0.000226348
52,0.000347507,0.000373089,0.000256884
53,0.000393989,0.000270603,0.000274265
54,0.000384408,0.000226358,0.000271313
55,0.000327289,0.000250832,0.000250996
56,0.000243505,0.000288454,0.000222206
57,0.000165703,0.00030135,0.000195798
58,0.000139518,0.000281376,0.000179143
59,0.0001669,0.000236155,0.000171385
60,0.000196478,0.000183126,0.000165655
61,0.000202751,0.000146957,0.000156004
62,0.000182474,0.00014469,0.000141109
63,0.000142481,0.000161515,0.000124041
64,9.64486e-05,0.000173618,0.000110196
65,6.82842e-05,0.000170775,0.000103622
66,7.80808e-05,0.000153552,0.000103375
67,0.000100446,0.000128879,0.00010471
68,0.000113146,0.000107348,0.000103487
69,0.000111097,9.82303e-05,9.82993e-05
70,9.62611e-05,0.000100646,9.02034e-05
71,7.43398e-05,0.000105077,8.16423e-05
72,5.41366e-05,0.000104074,7.49938e-05
73,4.62464e-05,9.55803e-05,7.10716e-05
74,5.11827e-05,8.16363e-05,6.87277e-05
75,5.75668e-05,6.69983e-05,6.60761e-05
76,5.83731e-05,5.75254e-05,6.19274e-05
77,5.23054e-05,5.60495e-05,5.63148e-05
78,4.11111e-05,5.90387e-05,5.02835e-05
79,2.86592e-05,6.11908e-05,4.5282e-05
80,2.15177e-05,5.98482e-05,4.22744e-05
81,2.42287e-05,5.50437e-05,4.10468e-05
82,3.02096e-05,4.85153e-05,4.04899e-05
83,3.36663e-05,4.27188e-05,3.95394e-05
84,3.31238e-05,3.94705e-05,3.77521e-05
85,2.90998e-05,3.85871e-05,3.53088e-05
